3.6	5.822187884	8.12229609
3.65	6.095078103	8.325630932
3.7	6.395564046	8.512931762
3.75	6.738057807	8.686622585
3.8	7.154771673	8.848573737
3.85	7.763777479	9.000266174
3.9	8.668038882	9.078570704
4	8.844020892	9.367987899
4.1	9.013074355	9.640408492
4.2	9.17558797	9.897283997
4.3	9.331923264	10.13990521
4.4	9.482416738	10.36942387
4.5	9.627381847	10.58687095
4.6	9.767110818	10.79317208
4.7	9.901876313	10.98916067
4.8	10.03193296	11.17558913
4.9	10.15751876	11.3531385
5	10.27885634	11.52242668
5.1	10.39615415	11.6840156
5.2	10.50960755	11.83841745
5.3	10.61939974	11.98609999
5.4	10.72570271	12.12749134
5.5	10.82867803	12.26298405
5.6	10.92847762	12.3929387
5.7	11.02524445	12.51768715
5.8	11.11911317	12.63753527
5.9	11.21021068	12.7527655
6	11.29865668	12.86363899
6.1	11.38456418	12.9703976
6.2	11.46803991	13.07326566
6.3	11.5491848	13.17245149
6.4	11.6280943	13.26814883
6.5	11.70485881	13.36053809
6.6	11.77956395	13.44978747
6.7	11.85229087	13.53605396
6.8	11.92311659	13.6194843
6.9	11.99211419	13.70021575
7	12.05935308	13.77837689
7.1	12.12489926	13.85408825
7.2	12.18881546	13.92746298
7.3	12.25116138	13.99860735
7.4	12.31199388	14.06762131
7.5	12.3713671	14.13459894
7.6	12.42933266	14.19962885
7.7	12.48593978	14.26279461
7.8	12.54123543	14.32417507
7.9	12.59526446	14.3838447
8	12.64806971	14.44187392
8.1	12.69969209	14.4983293
8.2	12.75017075	14.5532739
8.3	12.79954313	14.60676743
8.4	12.84784506	14.65886653
8.5	12.89511085	14.7096249
8.6	12.94137335	14.75909355
8.7	12.98666407	14.80732092
8.8	13.03101319	14.85435308
8.9	13.07444968	14.90023382
9	13.11700133	14.94500485
9.1	13.17302143	15.00878632
9.2	13.21273546	15.05212281
9.3	13.25167296	15.09443604
9.4	13.28985643	15.13576181
9.5	13.32730753	15.17613424
9.6	13.36404706	15.21558593
9.7	13.40009509	15.25414797
9.8	13.43547091	15.2918501
9.9	13.4701931	15.32872074
10	13.5042796	15.36478707
10.1	13.53774766	15.40007511
10.2	13.57061393	15.43460974
10.3	13.60289447	15.46841483
10.4	13.63460478	15.50151322
10.5	13.6657598	15.53392684
10.6	13.69637397	15.56567668
10.7	13.72646123	15.59678293
10.8	13.75603505	15.62726493
10.9	13.78510843	15.65714127
11	13.81369397	15.68642981
11.1	13.84180381	15.71514772
11.2	13.86944971	15.74331149
11.3	13.89664306	15.770937
11.4	13.92339485	15.79803952
11.5	13.94971575	15.82463375
11.6	13.97561606	15.85073384
11.7	14.00110578	15.87635343
11.8	14.02619458	15.90150565
11.9	14.05089184	15.92620318
12	14.07520663	15.95045821
12.1	14.09914777	15.97428252
12.2	14.1227238	15.99768748
12.3	14.14594298	16.02068406
12.4	14.16881337	16.04328284
12.5	14.19134274	16.06549405
12.6	14.21353866	16.08732757
12.7	14.23540848	16.10879293
12.8	14.25695931	16.12989938
12.9	14.27819809	16.15065582
13	14.29913154	16.17107089
13.1	14.31976618	16.19115294
13.2	14.34010836	16.21091004
13.3	14.36016426	16.23035
13.4	14.37993986	16.24948041
13.5	14.39944101	16.26830859
13.6	14.41867336	16.28684163
13.7	14.43764243	16.30508643
13.8	14.45635359	16.32304965
13.9	14.47481206	16.34073775
14	14.49302292	16.358157
14.1	14.51099112	16.37531349
14.2	14.52872146	16.3922131
14.3	14.54621865	16.40886156
14.4	14.56348723	16.42526443
14.5	14.58053167	16.4414271
14.6	14.59735629	16.45735479
14.7	14.61396533	16.4730526
14.8	14.63036288	16.48852547
14.9	14.64655296	16.50377818
15	14.66253949	16.5188154
