10	7.2098	5.8655
10.5	8.3076	7.1047
11	9.3043	8.2214
11.5	10.2134	9.233
12	11.0459	10.1537
12.5	11.811	10.9952
13	12.5168	11.7673
13.5	13.1697	12.4782
14	13.7756	13.135
14.5	14.3394	13.7435
15	14.8653	14.309
15.5	15.3569	14.8359
16	15.8176	15.3279
16.5	16.2502	15.7884
17	16.6571	16.2204
17.5	17.0407	16.6264
18	17.4028	17.0087
18.5	17.7452	17.3693
19	18.0694	17.71
19.5	18.3769	18.0324
20	18.669	18.338
20.5	18.9467	18.628
21	19.2112	18.9036
21.5	19.4632	19.1659
22	19.7038	19.4157
22.5	19.9336	19.654
23	20.1534	19.8815
23.5	20.3637	20.099
24	20.5653	20.3071
24.5	20.7586	20.5063
25	20.9441	20.6973
25.5	21.1224	20.8806
26	21.2937	21.0565
26.5	21.45854	21.22561
27	21.61726	21.38823
27.5	21.77018	21.54474
28	21.91762	21.69549
28.5	22.05986	21.84078
29	22.19718	21.9809
29.5	22.32983	22.11613
30	22.45804	22.24672
30.5	22.58203	22.3729
31	22.70201	22.4949
31.5	22.81817	22.61291
32	22.93068	22.72713
32.5	23.03972	22.83774
33	23.14545	22.94491
33.5	23.24801	23.04879
34	23.34754	23.14954
34.5	23.44418	23.24729
35	23.53805	23.34218

